Accession;Peptide count;Unique peptides;Confidence score;Anova (p);q Value;Max fold change;Power;Highest mean condition;Lowest mean condition;Mass;Description;W2_20241206_LSanders_K1_01;W2_20241206_LSanders_K1_02;W2_20241206_LSanders_K1_03;W4_20241206_LSanders_K2_01;W4_20241206_LSanders_K2_02;W4_20241206_LSanders_K2_03;W8_20241206_LSanders_K3_01;W8_20241206_LSanders_K3_02;W8_20241206_LSanders_K3_03;W12_20241206_LSanders_K4_01;W12_20241206_LSanders_K4_02;W12_20241206_LSanders_K4_03;W16_20241206_LSanders_K5_01;W16_20241206_LSanders_K5_02;W16_20241206_LSanders_K5_03;W20_20241206_LSanders_K6_01;W20_20241206_LSanders_K6_02;W20_20241206_LSanders_K6_03;W24_20241206_LSanders_K7_01;W24_20241206_LSanders_K7_02;W24_20241206_LSanders_K7_03;W28_20241206_LSanders_K8_01;W28_20241206_LSanders_K8_02;W28_20241206_LSanders_K8_03
Q9UNW1;2;2;11.7458;8.10079014978982E-09;1.28418055830769E-08;6.85645762068572;1;W20;W4;55678.5789;Multiple inositol polyphosphate phosphatase 1 OS=Homo sapiens OX=9606 GN=MINPP1 PE=1 SV=1;4190.44941809847;3685.01292483917;3767.53897720484;2841.36436512984;3635.80024605176;3165.68568874385;4999.87437213418;4862.80006838677;5900.39180087035;18943.2476904725;18788.4006561939;20431.6827249312;14070.2679004849;12966.2577507269;13479.6983479127;20404.6980279454;22468.9104377686;23242.1859583414;9016.38590640367;8687.57989864787;10036.1599432344;6760.28197495153;6998.07204078058;2655.25576042696
Q6X4U4;1;1;5.9828;8.52570791742835E-09;1.34534106586943E-08;3.48353648515319;1;W24;W8;23876.9808;Sclerostin domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SOSTDC1 PE=1 SV=2;20061.8883236081;17721.5123437538;17076.8504617563;21487.499583442;23528.099964521;22301.7480405992;9249.01385838473;8050.78182746956;8337.42617781603;10034.8151278768;8675.43629638752;9066.73032540097;15988.3681006222;17402.5611817248;15821.1296623641;13277.9338090602;14253.1969331639;14861.2125530849;30095.0855956704;30170.1243955071;29042.9877488851;9444.39076377401;17073.551387694;12659.9509865906
P22891;4;4;22.5741;8.66374905150735E-09;1.36088112955184E-08;2.93567560488083;1;W28;W8;46055.59;Vitamin K-dependent protein Z OS=Homo sapiens OX=9606 GN=PROZ PE=1 SV=2;20927.7672772923;23630.1621221383;22285.0786949969;33487.0863457804;40084.6203648871;35916.2735545861;19711.4437208028;22031.5711009683;13130.1606783107;16505.0400375278;18181.7387730255;20911.6399523706;27020.336603865;28003.6575051684;29478.64338293;19725.9264685402;17914.162742172;21009.6403996689;48493.9361467311;45483.2798328435;50933.3170684546;48235.9463782408;53994.9652750073;58858.9310246863
Q03591;19;8;116.9635;8.76679151495807E-09;1.37080740052072E-08;4.5790223481632;1;W4;W12;38791.1583;Complement factor H-related protein 1 OS=Homo sapiens OX=9606 GN=CFHR1 PE=1 SV=2;12388.1518026937;11876.5591716766;10053.930883632;13683.2417498693;12265.2282992243;11308.7403280951;2992.6784627186;2947.63287354979;2585.60555934092;3025.08963771425;2627.10802780946;2484.30125157237;7329.39131546389;5454.02548909206;4581.12770607718;4791.42872003616;4606.04506978966;4790.08426375322;7884.89662609601;7704.43555776016;8464.75744390276;5005.89061461829;6581.73941049125;3384.09454097392
A2A2Z9;8;4;45.6647;9.656489496912E-09;1.50309157779988E-08;3.77944892754687;1;W2;W16;119200.3751;Ankyrin repeat domain-containing protein 18B OS=Homo sapiens OX=9606 GN=ANKRD18B PE=1 SV=1;11827.9253860441;10171.3814816815;9111.59093618098;5386.30132275529;6549.1096301647;6632.74424247923;9028.29559974164;9307.32625682695;7223.02987864968;4501.33039152897;4243.88200711009;3566.65722690505;2981.38895753437;3150.28852893982;2099.91881243381;2591.96674210301;2825.36157148285;3332.12234995549;3222.31838310462;3643.61640630213;3701.1477906199;4225.56980434245;3578.2066124114;3058.81787851325
A4UGR9;8;5;35.5972;1.17112332054248E-08;1.81471361381357E-08;6.6678487425192;1;W28;W8;384125.0877;Xin actin-binding repeat-containing protein 2 OS=Homo sapiens OX=9606 GN=XIRP2 PE=1 SV=2;34590.5887597973;21693.7777795421;34167.7834043283;32456.8685616438;33709.1828038638;32344.8078001162;6870.51622987828;10784.3333273774;5840.92504060068;13646.4893689338;19326.0486756611;17971.9288543323;18135.1441760951;22703.5477095843;26200.9335659948;45438.6132713922;46569.9029286514;44316.0513436749;30585.9678593948;29659.6826447944;32778.5589944808;52895.6170782329;48098.6629606264;55671.991067972
P07360;18;17;120.3396;1.24040979709861E-08;1.91345726547947E-08;1.47222375223674;1;W8;W12;22448.5718;Complement component C8 gamma chain OS=Homo sapiens OX=9606 GN=C8G PE=1 SV=3;60278.1556804585;61533.7450439584;59331.1959289649;62039.1563196322;64243.5529237134;68491.4149751485;73489.3234777883;83668.5791971685;78628.0027232843;52773.9984246513;53663.358006901;53718.9411692797;68843.9651949567;66469.4239606518;69746.0459315261;65063.4630289518;69564.5707815851;70220.1469165486;76484.2569072346;74245.6339718269;77171.5652438516;72633.5836721886;78022.0394986058;77025.4130034998
Q6GQQ9;3;1;20.9283;1.26287263979563E-08;1.93941155397186E-08;17.784238205514;1;W4;W20;93210.3482;OTU domain-containing protein 7B OS=Homo sapiens OX=9606 GN=OTUD7B PE=1 SV=1;37413.4284407925;40193.3027391271;39208.7448732705;97477.9283589218;110873.794013718;114607.172445496;38344.8987189716;19127.2495729388;8598.71693529823;7694.86690187262;7369.47178065409;6677.96472679808;8058.33570903673;8054.04756222735;7943.23858422522;5920.24199769401;5480.10278177457;6759.49378578431;14107.6685531537;16639.454184954;19631.9149092706;17843.8293918082;19938.9560001347;20277.6646096552
P01619;12;7;62.9936;1.51042981455518E-08;2.30927936091992E-08;2.16064115140397;1;W24;W12;12671.1825;Immunoglobulin kappa variable 3-20 OS=Homo sapiens OX=9606 GN=IGKV3-20 PE=1 SV=2;24481.8494203975;26133.1271942997;21135.8431511973;26249.843980437;29039.4074810932;30164.0679064334;40458.1787409028;35707.2434353104;32379.7135337698;17219.9694552747;20104.5134448188;18747.6231730548;24423.5146481123;24852.9953592669;27002.0884333955;22795.1221596816;23240.7686423908;23349.6756358433;40687.1958424994;42944.0746705185;37520.4293145148;31447.0149302981;30784.8628107149;30860.0360769054
Q3V6T2;6;4;33.864;1.54078263481239E-08;2.34526206360824E-08;1.81516265635892;1;W28;W16;216726.2239;Girdin OS=Homo sapiens OX=9606 GN=CCDC88A PE=1 SV=2;20248.7558737974;23364.6322982334;21371.1261850797;27979.1112062744;28815.0395906845;31057.1787003665;28730.4591813206;28027.4941400102;28178.144839218;21334.9489179533;19882.7339389136;19231.5329393774;17487.0774677629;20349.9476631145;20984.531849491;22397.8646281307;21822.2531571181;20099.6442771555;27362.1492637906;27054.3538148508;25771.8472692334;33814.1901172637;33983.1737435142;38973.3297588749
P01718;2;1;21.3081;1.78901158331968E-08;2.71110125401748E-08;18.7060559059022;1;W4;W24;12335.8537;Immunoglobulin lambda variable 3-27 OS=Homo sapiens OX=9606 GN=IGLV3-27 PE=1 SV=2;3818.93179784886;12623.8438191444;10795.7690740285;13778.211490082;16056.3647676576;17820.8509996056;7178.00396501635;7709.35505555007;11425.468365141;5387.17042635538;3978.25746727354;3633.02835998048;3618.09946825323;3562.59044310431;3813.30631250254;2688.11820124044;2140.30536394041;1962.29601702244;1013.13966335278;709.763857269827;824.690023257949;1529.30891198424;1188.23757260345;751.640726959166
Q8TDY2;6;4;34.9602;2.01824319479016E-08;3.04506867985884E-08;1.87262046798914;1;W28;W12;185201.194;RB1-inducible coiled-coil protein 1 OS=Homo sapiens OX=9606 GN=RB1CC1 PE=1 SV=3;158273.345304607;140158.834239691;148921.925803564;214236.369323007;229513.867186791;246947.309588139;181685.156010921;191160.732750617;196745.323394189;143196.910464403;136013.255778205;133530.633599584;159904.880645802;141837.83142542;149675.111631826;162418.043153015;173567.726225582;185908.262354482;211467.143575714;194760.042668078;173432.863201033;268964.365799396;238313.744940701;265628.759018602
Q96R06;5;3;27.8211;2.28906733568124E-08;3.43859896713688E-08;204.380352284887;1;W4;W20;135790.7267;Sperm-associated antigen 5 OS=Homo sapiens OX=9606 GN=SPAG5 PE=1 SV=2;1735.97437788351;1693.01258382661;1596.17181344035;2340.00232406613;2414.78575715013;2544.36559326462;43.3373745523413;25.7609137369862;28.4884543171458;86.7843165780977;42.943427057369;4.48890454341511;51.7042399541334;94.3525495826753;101.271714028508;5.00420160027701;8.20267143034158;22.5067050745143;808.253656567303;724.919346752044;759.280913519836;546.249126575502;468.502750389578;451.447850211163
"P13645;P02533";18;16;121.3256;2.6629488281138E-08;3.98284520378759E-08;2.55230764826883;1;W28;W4;59055.2696;Keratin_ type I cytoskeletal 10 OS=Homo sapiens OX=9606 GN=KRT10 PE=1 SV=6;65565.9403894605;61638.621554929;53674.1489910994;38052.7015292476;41597.9722301454;44463.5238237828;72137.4106729459;79771.771422069;81040.4297476461;48771.1236286279;45957.6800086382;45758.4759002429;60055.2290422184;61593.0368064328;61446.7408650827;64935.6575329932;62812.1384627812;66570.6536805284;64816.3355423177;63953.9421521858;66066.9005452225;90209.1492165859;96939.920880374;129628.545653328
P32119;2;2;11.7112;2.70220847919944E-08;4.02406803828835E-08;3.11774547654103;1;W28;W20;22063.0168;Peroxiredoxin-2 OS=Homo sapiens OX=9606 GN=PRDX2 PE=1 SV=5;4150.17857666937;3966.72274726845;4195.68906980316;4676.75631797156;5518.94549501347;6016.86700063613;3044.61709027176;3707.91748703075;2803.10528533148;3346.53501658468;2816.34121097979;3337.80179521032;3367.11473362181;3143.4861777404;3398.01135014347;2504.85950538145;2764.82338055984;2530.42691424403;5314.44355187842;5189.33151301574;5754.2772246978;10201.4411938721;7448.58994397037;6668.7259082086
"Q969I3;A0A0U1RQE8;Q8WU03";4;3;32.1237;2.96135151955923E-08;4.39096949451886E-08;4.10602211793252;1;W28;W8;35443.3645;Glycine N-acyltransferase-like protein 1 OS=Homo sapiens OX=9606 GN=GLYATL1 PE=1 SV=1;19281.2936078844;17912.2979887444;17839.3964060585;22925.6194503613;22490.4011451127;23755.2755186489;7183.08316605793;6277.36379421632;8969.24325927795;16785.0665452111;29883.4003479341;29492.0546324131;18476.5385899358;18544.6842669959;19688.7433016675;27314.9936103683;25898.2703158793;26920.8011529903;26153.6969329477;24326.4240704656;25784.3827752211;29782.9966849788;31774.5636666542;30539.243788223
Q9C0B2;4;3;28.4276;3.55941333074483E-08;5.25509950976919E-08;4.64398761459349;1;W2;W4;179957.6935;Cilia- and flagella-associated protein 74 OS=Homo sapiens OX=9606 GN=CFAP74 PE=1 SV=3;7948.10682272681;6818.05397823899;7771.99425705659;1536.54455628309;1611.13867880928;1705.50693862762;3877.94096636661;2531.44011347427;2858.75211001051;5426.97512372503;8413.23988595403;7556.67337291724;6364.62085292159;6054.92488147968;5761.61024571982;6443.79460820115;6398.01843863818;6908.64474985651;4137.39854964152;3603.8593234257;3592.50886425101;1414.40047659619;2565.0203500225;1075.74820541733
Q7Z794;11;6;66.9749;4.22183643600249E-08;6.20646040164469E-08;2.05246958040816;1;W8;W12;62186.6485;Keratin_ type II cytoskeletal 1b OS=Homo sapiens OX=9606 GN=KRT77 PE=1 SV=3;42363.916647366;40947.1909519015;40323.6558766377;44861.1988174223;42297.2884943415;29899.5763118275;76607.25374324;77860.9952542107;81455.0445230469;36737.9851248575;36217.5103341783;41990.5655069839;52918.7018417694;52126.4165298386;43877.2099879535;62334.8128465152;62698.9734703606;59803.9918013229;69153.9133193154;70042.7135830986;69847.6452709776;38355.551602355;38999.5395180529;38273.0541818873
P02649;60;54;399.6443;4.46389292196869E-08;6.53437942620098E-08;1.79238375106589;1;W28;W2;36268.2027;Apolipoprotein E OS=Homo sapiens OX=9606 GN=APOE PE=1 SV=1;118883.976103165;125316.702259665;134739.663642909;163436.092594755;172199.758955022;177645.393573241;192969.128280408;175042.192035933;145165.364409536;131220.941102842;127593.033794542;131189.733710678;154453.102195875;155869.979093618;166685.058912913;204815.869231027;206273.052121341;197508.791590829;171040.675462948;158465.548479052;160721.325995888;230781.292683832;225710.264489145;222714.95446146
O00370;4;3;23.8492;4.5005249527108E-08;6.56008721920558E-08;7.76774476744571;1;W8;W24;150095.3869;LINE-1 retrotransposable element ORF2 protein OS=Homo sapiens OX=9606 PE=1 SV=1;10000.1044251248;10167.8167421294;9689.85146230754;6816.47177750624;2477.60573205089;3203.6576338376;16470.4264841203;15988.597062739;17446.9040401012;10881.9881760903;9575.68760936662;11215.3228149939;6320.1927750952;4897.75262435474;4029.15393922459;3244.68408611686;2521.94972218454;2082.7444386943;1968.14541592304;2414.69958383373;2041.91908313563;3993.51911989104;4088.62588325156;2994.90708085187
O94812;5;3;31.8128;4.68233468664536E-08;6.79630013589031E-08;134.987767787852;1;W28;W8;133212.4961;BAI1-associated protein 3 OS=Homo sapiens OX=9606 GN=BAIAP3 PE=1 SV=2;1197.7836809148;2123.78761861947;2045.23437036747;4492.76247592669;4994.24455079026;4939.45012378996;122.293112851251;4.08097879355179;10.8890616849955;63.0686176774438;109.046457806651;94.3712403846754;461.807404154379;573.918282174131;1296.28075901037;113.379887421592;126.844611108544;143.270541678141;2907.1027052201;2830.11492197201;2709.65968069855;5740.59799407886;4629.15961847421;8159.08905495806
P04217;81;71;512.2984;4.99127339459449E-08;7.21427751151472E-08;1.43268989115501;1;W8;W2;54823.8357;Alpha-1B-glycoprotein OS=Homo sapiens OX=9606 GN=A1BG PE=1 SV=4;601315.416393116;537786.657619789;508063.08008246;618411.08789028;631627.973677315;644602.072149599;778644.250770553;794927.608116479;786305.006448178;656749.830786645;620007.440363534;656425.685776533;620338.157033775;634042.161180639;643764.707239123;709013.181944997;712626.168308708;738084.114812147;724396.069947777;731378.595052407;749131.000764395;818857.166642087;755757.625925791;751475.089347748
Q5T9S5;5;2;36.4354;5.09329149966931E-08;7.33093002462862E-08;2.4409910104809;1;W16;W28;170103.2589;Coiled-coil domain-containing protein 18 OS=Homo sapiens OX=9606 GN=CCDC18 PE=1 SV=1;22252.2212488386;23145.3654257538;23070.6540667419;18014.0698063245;18590.8611601142;17912.6658276278;24370.4073538674;18787.3290695364;15975.0905845329;24832.7252820333;26554.4681301331;24395.9260177366;27129.7734270286;27330.9559383704;29388.2977294899;22190.9638400815;23937.9732492639;23741.7203106106;26177.9339910925;25047.214035063;27963.5906802014;10375.1885087026;11085.105823888;12890.1095545461
P11597;8;6;48.8488;5.4483137224004E-08;7.80924966877391E-08;8.52859797988812;1;W2;W8;55155.5027;Cholesteryl ester transfer protein OS=Homo sapiens OX=9606 GN=CETP PE=1 SV=2;41607.4572573184;28990.8630288673;38110.2142933623;22044.9784726006;23308.4364847447;26587.2800315162;3811.40969363056;5722.03689529746;3212.90806817989;4854.49239106188;8028.07863715731;10054.3269123188;13526.9182049748;13384.6435043223;8090.32730775614;5842.27051430217;4357.35723973713;7871.28858116918;19688.4494014365;21559.5191196542;22891.4981433681;13814.2454613912;15942.6403465865;16772.496275161
Q3KNW1;1;1;10.6038;5.98431895149076E-08;8.54193244528142E-08;10.5603281652274;1;W20;W28;33443.083;Zinc finger protein SNAI3 OS=Homo sapiens OX=9606 GN=SNAI3 PE=1 SV=1;4002.21114582384;6601.84379008041;6855.083456625;4909.09039425087;3311.31317442645;3246.05729823409;13327.9033700231;12578.2458107076;11227.1553153152;7215.80992897336;6107.22385984793;6394.12545256902;5739.00953999024;11152.7977169686;15580.1486971508;12151.3746815117;18165.5988679738;14500.2370845161;11018.3744350843;11787.7089348092;13578.1815652608;1745.25523256058;1182.55812328079;1316.1087962726
Q8N3Y7;6;3;30.2465;6.13546801142562E-08;8.72149171872071E-08;1.41926840761948;0.999999999999999;W28;W12;34608.6498;Epidermal retinol dehydrogenase 2 OS=Homo sapiens OX=9606 GN=SDR16C5 PE=1 SV=2;35888.5105477818;34266.8073214838;33929.8470557197;30785.2879871211;31098.1930579809;32009.0958652181;34162.1869674413;31715.1948015056;28970.0603198173;28017.4962527928;27547.259058459;28082.4226556156;31730.2771379509;30674.0747842855;32509.2592567882;35188.8953450749;36776.2646071862;36316.3470891531;38404.5264585402;38132.5642091063;37527.4517347577;40141.7320062932;37822.6416140938;40753.4234545122
Q15165;2;1;22.308;6.43209100426034E-08;9.10551154512575E-08;10.768009301401;0.999999999999999;W28;W8;39552.0471;Serum paraoxonase/arylesterase 2 OS=Homo sapiens OX=9606 GN=PON2 PE=1 SV=4;30903.5386908059;28613.5808859817;27476.7623914029;31640.239474427;30035.8367633865;33214.7140201081;4634.64197604987;12088.0573204177;3460.60355275084;15239.7381815283;9155.98202576217;13537.0271566623;21989.0170932739;26478.1454757453;27011.8073844257;23474.0112968646;21473.1720385508;15839.9885379888;63150.8861416221;62696.0756410448;60398.3404968152;71074.2083393014;71055.8685187922;75203.9159552847
Q9BXI3;1;1;6.5482;7.79719087073971E-08;1.09927608997314E-07;13.7638811313362;0.999999999999997;W8;W28;41191.6565;Cytosolic 5'-nucleotidase 1A OS=Homo sapiens OX=9606 GN=NT5C1A PE=1 SV=1;4607.17411927712;5174.86215805737;4841.81164286388;6198.01907602344;8222.45757612889;4519.32962840469;51793.0055013999;53751.1139288895;43514.2799133786;25823.6803910255;25186.1444593054;9291.68969309096;5380.02076756287;5988.7068621899;5243.69224088304;6492.71331692226;13791.2932198164;5853.64630348204;3815.36330461025;4019.88186958417;4330.54801364516;3821.90185240824;3688.69423047845;3319.08181983126
Q8IVF6;6;2;25.4662;8.04364176376637E-08;1.12939296601454E-07;8.09761191234246;0.999999999999997;W8;W28;116623.9569;Ankyrin repeat domain-containing protein 18A OS=Homo sapiens OX=9606 GN=ANKRD18A PE=2 SV=3;6553.85738423152;6942.51977583998;6452.98403183513;7485.23220722909;8347.74729682917;12517.6718162459;21793.1118966996;21577.9802966337;22313.361847774;14594.0465212094;10137.0170487888;8093.13764998244;10032.105671668;8684.62961094218;8591.63211414713;6748.42999447878;7037.66732806793;8741.75534090353;5459.67331936527;4994.93624454012;5317.9260621327;2284.86863115726;1954.00420672411;3872.71052177439
P20851;18;16;117.3433;8.2619790120475E-08;1.15504009545337E-07;1.69751104740806;0.999999999999996;W4;W12;29326.96;C4b-binding protein beta chain OS=Homo sapiens OX=9606 GN=C4BPB PE=1 SV=1;24170.4225911612;26665.0469933314;22535.3528414458;29697.738826922;29587.7032437385;29966.6351976563;24593.0121097476;22342.6060294456;23787.7277175223;17264.4535646727;17902.6964616475;17411.0511020884;27318.9568102076;30678.9737226835;30739.3606495114;26718.0286800485;25216.1122459348;23731.1339197949;25367.165695491;27100.2899516981;24728.879807751;27810.8478255752;27721.3274062712;24988.8868835247
B1AJZ9;5;2;28.1404;8.29345649933089E-08;1.15504009545337E-07;605.099643221042;0.999999999999996;W20;W8;162759.636;Forkhead-associated domain-containing protein 1 OS=Homo sapiens OX=9606 GN=FHAD1 PE=1 SV=2;690.176293694821;944.346257268121;659.016788622542;179.495752911556;128.004232703585;70.3278250529085;0;0;17.1088153255838;360.550980091396;486.754237901581;448.047181476352;737.910201780439;1980.26047272209;2293.92190107106;3428.60866821037;3551.72116043005;3372.20822080501;972.525081843386;842.751679537246;972.307326856989;631.289205024216;605.391060299864;543.714978485263
Q02045;2;1;13.3613;8.46211447580458E-08;1.17377716922451E-07;31.2791576867449;0.999999999999995;W28;W8;19534.0656;Myosin light chain 5 OS=Homo sapiens OX=9606 GN=MYL5 PE=1 SV=1;731.358814477409;327.188470707265;347.718755577857;1529.1369492738;1508.23458772498;1614.15635599871;37.2704086121994;71.4639480011736;105.789310368744;655.359090842787;435.912696133396;886.973692696878;508.362448664242;644.504374398933;824.155707872343;414.403579404294;480.548486000289;905.849228741245;347.167751271468;577.662081845232;578.38685433493;2034.84971696172;2634.94679441233;2040.32309569832
"A0A075B6R9;A0A0C4DH68";5;4;36.0492;1.00050331797163E-07;1.38222145133431E-07;1.98128068016999;0.999999999999987;W28;W12;13135.985;Probable non-functional immunoglobulin kappa variable 2D-24 OS=Homo sapiens OX=9606 GN=IGKV2D-24 PE=1 SV=1;13009.0043729969;13758.2642690596;13952.3419243741;17781.1539391158;18677.9822587367;19721.0486883218;18829.7843943215;18246.2254027213;17996.2023782504;13088.9186764453;12801.0162019078;14385.0260248107;12823.9065490996;14259.6916683467;16137.9473560894;15344.103356558;15158.4085169429;18244.6602415918;16688.99278291;15765.1773144805;15601.9914871658;29564.1746934663;24017.1426513511;26214.6845872226
