Accession;Peptide count;Unique peptides;Confidence score;Anova (p);q Value;Max fold change;Power;Highest mean condition;Lowest mean condition;Mass;Description;W2_20241203_LSanders_A2_01;W2_20241203_LSanders_A2_02;W2_20241203_LSanders_A2_03;W4_20241203_LSanders_A3_01;W4_20241203_LSanders_A3_02;W4_20241203_LSanders_A3_03;W8_20241203_LSanders_A4_01;W8_20241203_LSanders_A4_02;W8_20241203_LSanders_A4_03;W12_20241203_LSanders_A5_01;W12_20241203_LSanders_A5_02;W12_20241203_LSanders_A5_03;W16_20241203_LSanders_A6_01;W16_20241203_LSanders_A6_02;W16_20241203_LSanders_A6_03;W20_20241203_LSanders_A7_01;W20_20241203_LSanders_A7_02;W20_20241203_LSanders_A7_03;W24_20241203_LSanders_A8_01;W24_20241203_LSanders_A8_02;W24_20241203_LSanders_A8_03;W28_20241203_LSanders_A9_01;W28_20241203_LSanders_A9_02;W28_20241203_LSanders_A9_03
P35542;17;13;88.6219;0.00490404517175169;0.000241489918801715;2.40789165214782;0.951623056279912;W4;W8;14860.7375;Serum amyloid A-4 protein OS=Homo sapiens OX=9606 GN=SAA4 PE=1 SV=2;171556.838192243;135416.668187959;167861.795274138;180458.401331442;187797.468879915;200175.09104527;74022.702173747;85422.4520169724;76624.837060586;102076.647698872;105349.793639832;108861.245641236;129528.913775508;117007.295426686;113506.006406237;131098.983758009;103812.945851944;104277.005860115;98382.2901955569;131925.850987909;87194.7023110613;196700.81343642;148856.16803419;134654.441740245
P01024;495;452;2786.5165;0.00609736115728188;0.000298829386252668;2.36882988714799;0.941660170279341;W0;W8;188688.0949;Complement C3 OS=Homo sapiens OX=9606 GN=C3 PE=1 SV=2;1961495.97157917;1796604.58845926;1764816.01597975;2038587.31883712;2149507.46603207;1949319.88416698;1528643.7394161;1486953.87266307;1504491.65139968;1655285.59522397;1660169.60317341;1650810.43908804;1765411.3705319;1758742.33581186;1784486.39471805;1776408.28558444;1749221.51546138;1712271.42574441;1899343.26173744;2030728.86826552;1892009.0883772;1915467.2708684;1960409.39657045;1955592.13113496
Q15582;32;24;211.4386;0.00641181527559009;0.000312758397509962;2.59185447329589;0.939146597634828;W0;W28;75308.3206;Transforming growth factor-beta-induced protein ig-h3 OS=Homo sapiens OX=9606 GN=TGFBI PE=1 SV=1;308061.105770458;295323.278867311;289762.595620176;361792.565208511;338637.919767697;342280.254181034;334694.861984296;316386.196523955;330931.734440127;319010.348116834;317374.80980308;326512.838169672;381005.316171585;382187.22071666;375914.56641559;402437.074547308;414866.16313476;413812.640563089;380492.733199325;384761.176917965;370160.972556085;277081.1569691;259195.617560697;261261.384893396
P05452;6;5;53.3409;0.00700084117999522;0.000339125121576718;1.9035008007133;0.934551917815872;W4;W20;22936.0447;Tetranectin OS=Homo sapiens OX=9606 GN=CLEC3B PE=1 SV=3;25426.4504173987;23303.0096293322;22449.2269049687;33865.0424313394;34669.3025821524;28119.3114297053;18545.9974817562;17166.2006698259;17279.2083647315;24281.8766784509;22737.7367575793;22843.3578363584;21924.0359057392;21461.1944730476;21844.1093373981;16836.6197958935;17701.9791579835;16238.1889555256;19831.9994062671;21327.7893535128;20349.7878354453;18931.234996046;16861.4553212553;19626.3790346931
"P01767;A0A0C4DH42";9;1;101.7078;0.00701794398459343;0.000339125121576718;111.281756544473;0.934420632256737;W12;W28;12940.6199;Immunoglobulin heavy variable 3-53 OS=Homo sapiens OX=9606 GN=IGHV3-53 PE=1 SV=2;2847.23396001472;2881.33900364037;1882.74750015448;1812.42749348188;1212.2299390079;2102.69077880303;1878.96381361259;1332.70106226102;1634.88623025294;3897.59429907381;4179.40459058074;4230.35701399628;2397.07442375376;1777.23200731927;2272.00673391355;1646.7992704955;1345.69866731085;1527.36375416118;631.547838418128;488.710045223407;805.681533521158;50.969321873467;0;59.6270264033714
P05543;28;25;192.4679;0.00832714063090789;0.000400517297996092;1.76064585305216;0.924698837768857;W16;W4;46666.7767;Thyroxine-binding globulin OS=Homo sapiens OX=9606 GN=SERPINA7 PE=1 SV=2;128124.336348852;123660.390257068;125379.038467721;96307.8050045799;94162.6208547715;92081.1335800278;133985.786749708;88011.5657160909;124483.177971958;148058.890510909;143562.354841735;143943.544560612;153148.906441611;159599.613201931;184724.711756822;162965.168509157;152930.100570833;152383.456833995;127713.531892462;119944.222340206;130530.45250263;102242.957982132;96201.8844540317;105082.918530088
P01834;33;25;154.8696;0.00872266193398985;0.000417598690321813;2.2844059692469;0.921880464892115;W0;W20;11936.1291;Immunoglobulin kappa constant OS=Homo sapiens OX=9606 GN=IGKC PE=1 SV=2;2374659.92810293;2249904.80605319;2226067.22776221;3082441.71521301;3183722.42850316;3142581.40952966;2072936.30039995;2115561.41743864;2137932.65688375;2020165.2426507;2047885.36471528;2027494.95129438;2036615.89968338;2052768.31091258;2033515.59289975;2004726.98537421;1928648.89112116;1864078.3728162;1993616.36045109;2116457.5030117;2010279.95945353;1929270.79993014;1960616.31182166;1951606.55357468
"P02647;Q9BV36";182;164;797.7531;0.00961333747309845;0.000458118988176921;1.46357622687939;0.915715852465427;W0;W2;30777.8694;Apolipoprotein A-I OS=Homo sapiens OX=9606 GN=APOA1 PE=1 SV=1;1383804.63507608;1283965.70902562;1269833.46991645;1558645.97793951;1635849.73255711;1742994.96327436;1403378.31651258;1471209.06728259;1457341.98994403;1659362.06184916;1703313.94162753;1658472.24844082;1716336.98592723;1660578.81323727;1634251.96836271;1884467.4280043;1854187.50109634;1800166.04045424;1571218.76401335;1567994.54335721;1566633.42223205;1369118.0977671;1410529.54637137;1404914.21501043
P01880;19;5;118.6096;0.00981792167870099;0.000465722165313637;1.57711473865204;0.914333562846576;W8;W0;47956.0576;Immunoglobulin heavy constant delta OS=Homo sapiens OX=9606 GN=IGHD PE=1 SV=4;27960.3212176447;28531.8758707375;27163.8006113074;24795.39242723;18845.2783858465;25629.9542170107;33878.5563694287;34371.4318226506;33478.1699156954;32594.7177905785;33024.5854101181;32691.9112205065;29086.3485330657;30443.8548548688;29943.0975233964;27947.4809635245;27887.5713059726;27111.1397317649;27002.616697237;28987.3840638867;28162.0096021241;24609.1607055461;25727.718509979;25510.3458992284
Q15020;5;2;42.9976;0.0100789972345365;0.000475923390155538;3.00637133606865;0.912586989914462;W28;W24;110790.1174;Squamous cell carcinoma antigen recognized by T-cells 3 OS=Homo sapiens OX=9606 GN=SART3 PE=1 SV=1;72309.9445589138;61523.6851916518;62754.9382181229;63218.2573498294;62308.4984452872;54020.7236735007;30690.0984908726;54176.9333938008;48875.6563319932;58045.2925209539;62055.8569701451;60388.5911846849;45694.4016447055;45353.6235319211;42141.0265603387;37488.4155415187;36311.051724851;35213.970138421;26301.6943165546;24168.3023387793;26680.3150621484;78479.7915723477;76899.2106119107;76563.4835319417
"P01782;P0DP04";5;3;47.5211;0.0103522141090374;0.000486602575463462;3.86721646005267;0.910779558495005;W0;W20;13115.8541;Immunoglobulin heavy variable 3-9 OS=Homo sapiens OX=9606 GN=IGHV3-9 PE=1 SV=2;18806.6717880103;16836.382487132;13115.2864559375;13626.8824946096;12464.660483193;22404.7292777059;17731.4488111363;15137.6320210558;17026.9810086926;17334.2957277861;16861.7681097255;16654.7554840387;17815.8146585809;18270.5979245396;15924.8851436808;16656.1979462788;15090.6323077559;14202.7581793181;25034.5471873378;25666.4304001201;36121.2673738733;18643.0959417562;14436.3495973712;26519.4128611224
"P06310;A0A075B6S6";3;2;29.4882;0.0108394388028914;0.000507057205068777;1.49799907484971;0.907606301104835;W4;W8;13299.0518;Immunoglobulin kappa variable 2-30 OS=Homo sapiens OX=9606 GN=IGKV2-30 PE=1 SV=2;45101.4834215822;43254.884477778;43459.8195300352;49760.6999508563;53894.9522887559;55986.6804200991;35300.9707764303;34694.4001066261;36575.0104609561;37330.2525717668;36701.0243387377;38087.2545804884;38379.2425340005;38822.5016817346;39195.5639509998;37067.3641026419;37916.2304170604;38481.7958298049;38505.5865335865;44982.6556323809;40874.0996409888;52430.4296733662;49263.0763507276;55366.1036034722
P63104;9;9;77.1328;0.0108854426570274;0.000507057205068777;4.7268969556153;0.907309897506246;W28;W4;27916.2394;14-3-3 protein zeta/delta OS=Homo sapiens OX=9606 GN=YWHAZ PE=1 SV=1;2841.17274225171;1533.07441589451;1729.76008703015;985.542575631577;941.496721428923;2153.59341815707;2906.8909707384;5680.97621710844;5408.13761236859;4656.13151733496;4653.43604707608;4474.20816671633;3230.69582582791;3508.05836857138;3677.24257311103;3320.68226429239;3625.84198393585;3704.62114042844;3864.32766382562;2891.02095150026;3884.978453889;5130.18875146711;3390.77860477004;10767.763002309
P19823;116;100;598.0641;0.0114145691679276;0.000529320238367859;2.89224004430825;0.903939251322732;W0;W28;106919.8497;Inter-alpha-trypsin inhibitor heavy chain H2 OS=Homo sapiens OX=9606 GN=ITIH2 PE=1 SV=2;1220931.06543671;1172007.2081321;1153647.26623785;1620291.61200254;1670172.44770133;1656234.04806467;1304050.4481087;1280895.61933894;1305442.83040555;1510074.34880026;1492771.6724731;1467303.0362598;1424263.3959046;1411146.23665427;1355598.23169435;1329868.14325934;1331768.57557577;1262050.74795987;1134717.23515751;1138567.21516075;1112576.63647768;884199.318875324;903312.997083887;848400.098028052
A0A0C4DH34;1;1;7.1799;0.0117947728856234;0.000544509426659282;3.97869298993151;0.901559718935286;W4;W0;13238.1318;Immunoglobulin heavy variable 4-28 OS=Homo sapiens OX=9606 GN=IGHV4-28 PE=1 SV=1;10395.8431898802;27567.3632375997;15077.2599948726;29098.9160006185;26534.5230026146;15104.5294983176;10527.2105136993;7857.7059918504;11839.2722147699;7080.82175378688;8161.25949403422;7823.01063348782;6855.55244486681;7172.41930774255;7256.20026718499;8381.16691258118;7032.18021298266;6793.53108659802;6336.09324239443;9364.72641956809;6954.52736881889;8425.81872137191;11344.4444126544;15789.5383755645
P00751;92;82;573.5727;0.0122836706935241;0.000564559195285605;1.77299709547057;0.898549832234116;W28;W0;86901.6402;Complement factor B OS=Homo sapiens OX=9606 GN=CFB PE=1 SV=2;491879.888553724;516006.633553335;489331.601411048;440670.925115193;446535.922898044;456120.219882766;419227.226898364;414177.708936374;424386.629850667;488428.877131362;490388.324330542;488493.103895766;469853.386108187;467440.056712079;476975.625903449;502047.072658213;508704.937114234;483339.781729043;524066.423163814;550389.656580724;520783.010845274;556980.605428288;571560.915425263;555392.461881501
P80108;29;24;234.0826;0.0126395883760153;0.000578346790765362;1.50196961763404;0.896392654346307;W0;W28;92963.8981;Phosphatidylinositol-glycan-specific phospholipase D OS=Homo sapiens OX=9606 GN=GPLD1 PE=1 SV=3;122413.066507063;118133.964960544;119675.839805415;113020.262873327;129043.804441295;120293.476053003;98515.3057122883;101639.812681888;108484.512521101;115390.780634594;114843.73915878;114019.976956522;105563.659462849;109292.465360703;104977.181368698;95519.9710379774;98525.1665022157;99241.8482238955;98100.930483084;98854.8109037114;93782.6077275488;97118.281753803;87047.4135401443;92760.5464038076
P17936;1;1;5.7821;0.0128650574597844;0.000586070297306874;3.0735860804534;0.895040472397152;W20;W28;32700.7338;Insulin-like growth factor-binding protein 3 OS=Homo sapiens OX=9606 GN=IGFBP3 PE=1 SV=2;3206.74936713221;3489.59628109267;3162.83427930825;5519.56008808851;4577.59988864622;2779.36865413383;2090.19239837703;2405.85481324805;2345.09590128892;2415.45126072758;2041.19258885572;2154.51411783342;4717.82046177077;3341.23063810738;3160.3594600747;5672.91783436506;4834.4935667276;5060.4001448016;2445.19161857315;2680.15681645998;5054.49049387415;1420.23238935976;1782.27593337305;1862.52357759314
Q5SW79;6;3;37.4969;0.0129787788964327;0.000588503008510576;5.7432789119794;0.894362602880509;W2;W28;175692.4043;Centrosomal protein of 170 kDa OS=Homo sapiens OX=9606 GN=CEP170 PE=1 SV=1;40455.9004648749;38559.7384177506;41062.7427662231;28623.2133240665;29419.1780872197;27694.2377147191;10374.7163524456;10792.5147349394;10549.6373146714;18349.9240868463;19502.3264609006;20755.9620345428;16758.8511462218;15922.7291780876;14920.2600778635;16938.3925624536;16288.064564164;16718.0399801434;12557.5681727013;13683.0493920238;12018.3211731516;6887.39587441721;6917.26799045895;7102.97156240349
P41222;2;2;12.6035;0.0130322778720448;0.000588503008510576;2.11630865482997;0.894044655991512;W8;W28;21256.9753;Prostaglandin-H2 D-isomerase OS=Homo sapiens OX=9606 GN=PTGDS PE=1 SV=1;10428.1442346405;9652.99883957753;8757.168725405;6771.33487191031;6915.72868923972;7082.97073358505;11318.3936151783;9477.69169032127;9530.58530154251;7778.51172471051;7254.54353136163;6776.34821019645;6522.31716798119;6563.53651113903;6715.01446159725;6502.71492823807;7256.93576449995;7295.38236127036;7129.62638073334;6202.28349177458;6590.65088039022;4775.36719575908;5094.88944004469;4459.72804664257
P02675;155;145;799.927;0.0134441179279023;0.000604461042247603;3.85901122618862;0.891617069765819;W0;W8;56612.6167;Fibrinogen beta chain OS=Homo sapiens OX=9606 GN=FGB PE=1 SV=2;832542.10517363;800789.84457051;809383.584351682;930044.693688743;972492.863271162;960552.608488315;538393.43630685;513532.213278543;517082.747150453;745379.760104109;738955.689209429;735061.833166349;682987.987956866;676573.534377018;678471.436119883;606151.981969821;609605.634782448;608118.183199697;785593.056163206;851140.435784095;781070.113442741;983711.805002687;1007843.92352956;1005664.91214478
O75882;7;6;35.5321;0.0149722506359237;0.000670253278618936;2.45619791412243;0.882902208679976;W0;W2;163555.541;Attractin OS=Homo sapiens OX=9606 GN=ATRN PE=1 SV=2;20241.360078104;20427.9562550596;19877.8395513518;37354.333062098;23008.7183830612;48688.6392712145;26262.1304241681;25946.0081493258;27040.44136429;24011.1434783727;23350.8354805855;23990.639053343;28210.4184363345;27027.9814422386;26808.7188414446;26662.5236307543;27739.3200521105;26643.786670957;27478.4338071482;28162.164726792;30023.1750506054;24708.5012658543;23307.110985122;69057.1680219229
P05783;4;3;38.5644;0.0160885584814836;0.000717121902380835;1.58466788962713;0.876804504022774;W28;W16;48057.8904;Keratin_ type I cytoskeletal 18 OS=Homo sapiens OX=9606 GN=KRT18 PE=1 SV=2;123146.718242614;111077.51024678;109239.247002522;153492.497823611;137907.119128539;132964.135118133;101191.526666506;98867.0248080697;101913.287095075;122532.290027178;117718.240015783;115372.379874924;95641.7085787646;99483.0877297465;97452.3088781985;97961.5028818211;97197.7463184703;99658.6369844418;115353.65229837;107433.151855724;111908.893318714;155631.973647084;153701.84963869;154303.720543663
P20851;15;14;105.7694;0.0175623405524495;0.000779453679724959;1.61195631248431;0.86906683604307;W28;W2;29326.96;C4b-binding protein beta chain OS=Homo sapiens OX=9606 GN=C4BPB PE=1 SV=1;55993.575960619;57479.0758930985;48466.7019734409;66457.0541627627;65244.0622370886;77004.2844932075;47950.1651469778;59788.9371907468;60640.2246508801;54291.2699966928;53525.7935335944;56377.8433142574;62187.2385555212;63864.1764104848;67490.9187293643;68444.9779807945;70635.3519785195;64110.0674651525;71845.1804363346;75134.7974144308;70816.9354784525;82633.4236912242;94989.3038972244;83416.4360528694
Q04695;5;1;37.0264;0.0183617623841758;0.000811451082425539;3.52132645385945;0.865006929754731;W2;W28;48390.8844;Keratin_ type I cytoskeletal 17 OS=Homo sapiens OX=9606 GN=KRT17 PE=1 SV=2;68164.4066162836;59223.2608607512;62367.0326793629;35241.4981100678;32258.4260777815;34615.9070000283;42397.2396932315;36188.4002929628;44793.6454598311;42312.913548888;41762.5840146271;42486.7650211069;33272.0829490976;35936.4579214086;34012.0087814288;32788.0076235357;32745.3911042332;32993.3250823635;27375.5909310299;28933.2608403575;28151.0707449569;16809.1740172981;17733.7684157943;19344.336307685
"P01717;A0A075B6K0;P01718";5;4;21.1876;0.0189144142083059;0.000832317203875681;7.51449188946767;0.862253128227214;W4;W12;12182.4932;Immunoglobulin lambda variable 3-25 OS=Homo sapiens OX=9606 GN=IGLV3-25 PE=1 SV=2;2234.19756001615;19514.8056365472;12547.8294553413;18532.6883775198;24813.8034302079;17845.1029564563;2345.68277184993;3759.01880851953;2307.67853935222;2783.17454035904;2514.12519036546;2845.84496412178;6311.24094222531;5136.22808139779;4919.9807987753;6969.6563480606;3430.78903182599;2602.34464710017;2345.99473988579;9699.89613548165;2203.89903954186;4568.33667036722;5625.62520083039;4006.49156375683
P04217;68;59;322.7515;0.0202540211951575;0.000887489238286076;1.94177342301042;0.855747135772532;W0;W12;54823.8357;Alpha-1B-glycoprotein OS=Homo sapiens OX=9606 GN=A1BG PE=1 SV=4;805637.948185067;776489.428915611;772461.306864388;916788.21801491;917469.9317192;935230.720403275;751507.587377899;683766.493368096;735208.997391968;711036.092348258;720095.462660642;728243.246289022;761798.08570886;783614.373678811;779031.903764864;775609.312141145;778574.716826805;757935.714673166;874814.263841559;869828.903564463;878766.617436099;923682.495573548;933495.718877868;895528.066054814
P50616;2;1;12.5674;0.0221208180748601;0.000965198584657396;2.1159296465736;0.847050112960234;W0;W4;38269.0647;Protein Tob1 OS=Homo sapiens OX=9606 GN=TOB1 PE=1 SV=1;362171.453175293;364816.560047449;359902.254333251;315917.76453708;265665.741098101;256035.352645052;282375.245632302;268121.08442935;293233.869510355;309437.436636055;318011.105758862;313531.149239108;327945.17576065;332644.604533427;338141.840828708;375200.290656804;376792.856161052;374118.293884962;326623.483928376;309889.781261106;308757.799569577;292337.885627392;290956.8632439;276854.216782382
P05090;26;24;127.3228;0.0233996460061958;0.00101670783106616;2.25440005734403;0.841319309082868;W2;W28;21560.7271;Apolipoprotein D OS=Homo sapiens OX=9606 GN=APOD PE=1 SV=1;372795.242462444;346744.21412174;353122.575687805;326340.93320032;332525.055074208;333896.449276808;193527.225410563;211513.183851432;188212.29941203;242703.696259777;241769.65240086;241395.591491097;250606.234751005;255678.825915131;258245.36506572;248923.864955115;249443.069367011;242641.644674142;240636.309756802;244474.033760678;234409.939715071;158305.456516063;162360.042466837;155142.700532371
Q9UHB7;6;2;33.3333;0.02373777498813;0.00102708395842789;12.9447805880741;0.839832910859162;W20;W0;127858.5412;AF4/FMR2 family member 4 OS=Homo sapiens OX=9606 GN=AFF4 PE=1 SV=1;1121.57268356172;1591.68057566127;1822.6613815921;3083.89107187473;3046.44338890957;3101.05529869;2265.85261274662;2569.54417116188;2277.61202956132;1639.23191406054;1789.28018006341;1719.42158487376;3402.7069433159;3531.61736544652;3863.5887578794;5468.24491172235;6005.29019344052;5727.20302082369;3675.59048949991;3191.33826116478;3586.36678580845;386.684253608028;438.253746665022;615.479203711046
